ntd_id,agency_name,doing_business_as,state,reporter_type,organization_type,agency_url,match_tier,match_evidence
90173,Transit Joint Powers Authority for Merced County,Merced The Bus,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.mercedthebus.com/,weak_shared_token,"registry:capitol-corridor-joint-powers-authority-capitol-corridor,merced-county-transit-the-bus,merced-county-transit-the-bus-3117"
90175,City of Lodi,GrapeLine,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.lodi.gov/transit,registry_name_exact,registry:grapeline
90182,Altamont Corridor Express,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.acerail.com/,registry_ntd_id,registry:altamont-corridor-express
90196,County of Placer,Placer County Transit/TART,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.placercountytransit.com,registry_name_exact,"registry:placer-county-transit,tahoe-area-regional-transit-tart-north-lake-tahoe-express"
90197,City of Tracy,TRACER,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ridetracer.com,registry_name_exact,"registry:city-of-tracy,city-of-tracy-tracer,city-of-tracy-tracer-3099"
90199,City of Madera,Madera Metro,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.madera.gov/home/departments/transit/,registry_name_exact,"registry:city-of-madera,madera-county-transit"
90200,Kings County Area Public Transit Agency,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.kartbus.org,weak_shared_token,"registry:kings-area-rural-transit,kings-area-rural-transit-2204"
90201,City of Turlock,Turlock Transit,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",www.turlocktransit.com,registry_name_exact,registry:turlock-transit
90206,San Luis Obispo Regional Transit Authority,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.slorta.org/,registry_name_exact,"registry:city-of-san-luis-obispo-transit,san-luis-obispo-regional-transit-authority-slorta"
90208,Butte County Association of Governments,Butte Regional Transit/B-Line,CA,Full Reporter,"MPO, COG or Other Planning Agency",http://www.blinetransit.com,no_candidate,
90209,"Valley Metro Rail, Inc.",,AZ,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,http://www.valleymetro.org,registry_name_fuzzy,registry:valley-metro-vm (jaccard 0.67)
90211,Anaheim Transportation Network,Anaheim Regional Transportation,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.rideart.org/,catalog_name_exact,mdb:mdb-1819
90213,City of Petaluma,Petaluma Transit,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://transit.cityofpetaluma.net/,registry_ntd_id,registry:petaluma-transit
90214,City of Redondo Beach,Beach Cities Transit,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.beachcitiestransit.org,registry_name_exact,"registry:beach-cities-transit,beach-cities-transit-1999"
90215,Carson Area Metropolitan Planning Organization,,NV,Reduced Reporter,"MPO, COG or Other Planning Agency",www.carsonareampo.com/,weak_shared_token,registry:jump-around-carson
90216,County of Sacramento Municipal Services Agency,South County Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.sctlink.com/,weak_shared_token,"registry:commerce-municipal-bus-lines,gold-coast-transit-south-coast-area-transit,sacramento-regional-transit-sacrt,sacramento-regional-transit-sacrt-2137,san-francisco-municipal-transportation-agency-sfmta-muni,san-francisco-municipal-transportation-agency-sfmta-muni-2886,south-county-transit-link,south-county-transit-link-2203,ucsc-transportation-and-parking-services"
90217,City of Manteca,Manteca Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.mantecatransit.com,registry_name_exact,registry:manteca-transit
90219,Northern Arizona Intergovernmental Public Transportation Authority,Mountain Line,AZ,Full Reporter,Independent Public Agency or Authority of Transit Service,https://mountainline.az.gov/,registry_name_exact,"registry:mountain-line-1148,mountain-line-transit"
90223,"Paratransit, Inc.",,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.paratransit.org/,no_candidate,
90225,San Francisco Bay Area Water Emergency Transportation Authority,San Francisco Bay Ferry,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.sanfranciscobayferry.com/weta,registry_name_exact,"registry:san-francisco-bay-area-water-emergency-transportation-authority-weta,san-francisco-bay-area-water-emergency-transportation-authority-weta-3143"
90226,Imperial County Transportation Commission,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.imperialctc.org/,weak_shared_token,"registry:regional-transportation-commission-of-southern-nevada-rtc,ventura-county-transportation-commission,ventura-county-transportation-commission-3096"
90227,City of Moorpark,Moorpark City Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.moorparkca.gov/transit,registry_ntd_id,registry:moorpark-city-transit
90229,El Dorado County Transit Authority,El Dorado Transit,CA,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.eldoradotransit.com/,registry_name_exact,registry:el-dorado-transit-agency
90232,Solano County Transit,SolTrans,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.soltrans.org/,registry_ntd_id,registry:soltrans
90233,Yuma County Intergovernmental Public Transportation Authority,Yuma County Area Transit,AZ,Full Reporter,Independent Public Agency or Authority of Transit Service,https://www.ycipta.org/,registry_name_exact,registry:yuma-county-intergovernmental-public-transportation-authority-ycipta
90234,Marin County Transit District,Marin Transit,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://marintransit.org/,registry_ntd_id,"registry:marin-transit,marin-transit-2937"
90237,County of Kaua'i,Kaua'i Bus,HI,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.kauai.gov/transportation,no_candidate,
90238,City of Delano,Delano Area Rapid Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.cityofdelano.org/92/Delano-Area-Rapid-Transit-DART,registry_name_exact,registry:delano-area-rapid-transit
90239,City of Sierra Vista,Vista Transit,AZ,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.VistaTransit.org/,registry_name_exact,registry:city-of-sierra-vista
90241,County of Maui,,HI,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.mauicounty.gov/125/Department-of-Transportation,atlas_ntd_id,transitland-atlas
90247,City of Alhambra,Alhambra Community Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cityofalhambra.org/293/Alhambra-Community-Transit-ACT,registry_name_exact,registry:alhambra-community-transit
90249,City of Avalon,Avalon Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.cityofavalon.com/202/Avalon-Transit,registry_name_exact,registry:avalon-transit
90251,City of Baldwin Park,Baldwin Park Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.baldwinpark.com/233/Public-Transit,registry_name_exact,registry:baldwin-park-transit
90252,City of Bell,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.cityofbell.org/?NavID=276,registry_name_exact,"registry:city-of-bell-la-campana,city-of-bell-la-campana-2249"
90253,City of Bell Gardens,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.bellgardens.org/government/city-departments/public-works/transportation,registry_name_fuzzy,registry:bell-gardens-trolley (jaccard 0.67)
90254,City of Bellflower,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.bellflower.org/community/transportation/index.php,weak_shared_token,"registry:bellflower-bus,bellflower-bus-3095"
90256,City of Burbank,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.burbankbus.org,no_candidate,
90257,City of Calabasas,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.cityofcalabasas.com,registry_name_exact,registry:calabasas-transit-system
90258,City of Carson,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://ci.carson.ca.us/CommunityServices/Transportation.aspx,weak_shared_token,registry:carson-circuit
90259,City of Cerritos,Cerritos Transit Services,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.cerritostransit.com,weak_shared_token,registry:ucsc-transportation-and-parking-services
90260,City of Compton,Compton Renaissance Transit Service,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.comptoncity.org/our-city/visitors/transportation,registry_name_fuzzy,registry:compton-renaissance (jaccard 0.67)
90262,City of Cudahy,Cudahy Area Rapid Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.cityofcudahy.com,registry_name_exact,"registry:cudahy-area-rapid-transit,cudahy-area-rapid-transit-2248"
90263,City of Downey,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.downeyca.org/transit,no_candidate,
90265,City of El Monte,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ci.el-monte.ca.us/Government/PublicWorks/Transportation.aspx,registry_name_exact,registry:el-monte-transit
90266,City of Glendora,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cityofglendora.org/departments-services/transportation,weak_shared_token,"registry:glendora-transportation-division,glendora-transportation-division-3097"
90267,City of Huntington Park,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.hpca.gov/231/City-Transportation,registry_domain,registry:huntington-park-express-2648
90268,City of Inglewood,Inglewood Senior Center,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cityofinglewood.org/796/Transportation,no_candidate,
90269,Los Angeles County,LA County Public Works,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.lagobus.info,registry_name_fuzzy,registry:los-angeles-county-department-of-public-works-the-link-and-shuttles (jaccard 0.60)
90270,Los Angeles County,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.dpw.lacounty.gov/landing/transportation.cfm,registry_name_fuzzy,registry:los-angeles-county-metropolitan-transportation-authority-la-metro (jaccard 0.67)
90271,Los Angeles County,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.lagobus.org,registry_name_fuzzy,registry:los-angeles-county-metropolitan-transportation-authority-la-metro (jaccard 0.67)
90272,Los Angeles County,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.dpw.lacounty.gov/landing/transportation.cfm,registry_name_fuzzy,registry:los-angeles-county-metropolitan-transportation-authority-la-metro (jaccard 0.67)
90273,Los Angeles County,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.dpw.lacounty.gov/landing/transportation.cfm,registry_name_fuzzy,registry:los-angeles-county-metropolitan-transportation-authority-la-metro (jaccard 0.67)
